document_verification_id,document_id,customer_id,verification_date,verification_provider,document_authenticity_status,name_match_status,date_of_birth_match_status,expiry_check_status,verification_score,verification_status
DV000710,DOC000710,CUST00355,2024-10-23,Persona,Authentic,Matched,Matched,Valid,99.67,Verified
DV000711,DOC000711,CUST00356,2025-08-23,Persona,Authentic,Matched,Matched,Expired,95.19,Verified
DV000712,DOC000712,CUST00356,2024-10-22,Onfido,Authentic,Matched,Matched,Valid,83.67,Verified
DV000713,DOC000713,CUST00357,2024-02-01,Persona,Authentic,Matched,Matched,Expired,92.96,Verified
DV000714,DOC000714,CUST00357,2025-03-15,Internal KYC Engine,Authentic,Matched,Matched,Valid,86.85,Verified
DV000715,DOC000715,CUST00358,2024-02-04,Internal KYC Engine,Under Review,Matched,Matched,Review Required,77.68,Pending
DV000716,DOC000716,CUST00358,2026-08-29,Persona,Under Review,Review Required,Review Required,Review Required,73.14,Pending
DV000717,DOC000717,CUST00359,2025-12-24,Internal KYC Engine,Rejected,Mismatch,Mismatch,Expired,26.41,Rejected
DV000718,DOC000718,CUST00359,2024-09-24,Manual Review,Authentic,Matched,Matched,Valid,81.89,Verified
DV000719,DOC000719,CUST00360,2026-08-11,Internal KYC Engine,Authentic,Matched,Matched,Expired,88.18,Verified
DV000720,DOC000720,CUST00360,2024-02-19,Persona,Authentic,Matched,Matched,Valid,94.4,Verified
DV000721,DOC000721,CUST00361,2025-12-07,Internal KYC Engine,Authentic,Matched,Matched,Expired,85.41,Verified
DV000722,DOC000722,CUST00361,2025-12-19,Onfido,Authentic,Matched,Matched,Valid,91.69,Verified
DV000723,DOC000723,CUST00362,2024-09-26,Onfido,Authentic,Matched,Matched,Expired,87.65,Verified
DV000724,DOC000724,CUST00362,2024-08-14,Internal KYC Engine,Authentic,Matched,Matched,Valid,82.13,Verified
DV000725,DOC000725,CUST00363,2024-07-05,Persona,Authentic,Matched,Matched,Expired,99.1,Verified
DV000726,DOC000726,CUST00363,2026-04-08,Internal KYC Engine,Authentic,Matched,Matched,Valid,96.11,Verified
DV000727,DOC000727,CUST00364,2026-04-27,Internal KYC Engine,Authentic,Matched,Matched,Expired,94.65,Verified
DV000728,DOC000728,CUST00364,2026-05-26,Manual Review,Authentic,Matched,Matched,Valid,89.58,Verified
DV000729,DOC000729,CUST00365,2026-08-07,Manual Review,Authentic,Matched,Matched,Expired,82.54,Verified
DV000730,DOC000730,CUST00365,2024-01-20,Internal KYC Engine,Authentic,Matched,Matched,Valid,99.98,Verified
DV000731,DOC000731,CUST00366,2025-04-17,Manual Review,Rejected,Review Required,Review Required,Expired,29.94,Rejected
DV000732,DOC000732,CUST00366,2024-06-30,Onfido,Authentic,Matched,Matched,Valid,96.42,Verified
DV000733,DOC000733,CUST00367,2026-10-01,Internal KYC Engine,Authentic,Matched,Matched,Expired,91.44,Verified
DV000734,DOC000734,CUST00367,2024-09-24,Onfido,Authentic,Matched,Matched,Expired,92.39,Verified
DV000735,DOC000735,CUST00368,2024-03-30,Onfido,Authentic,Matched,Matched,Expired,88.74,Verified
DV000736,DOC000736,CUST00368,2026-12-19,Persona,Authentic,Matched,Matched,Valid,88.07,Verified
DV000737,DOC000737,CUST00369,2024-09-18,Persona,Authentic,Matched,Matched,Expired,87.86,Verified
DV000738,DOC000738,CUST00369,2025-04-16,Internal KYC Engine,Authentic,Matched,Matched,Valid,95.71,Verified
DV000739,DOC000739,CUST00370,2024-03-21,Persona,Under Review,Review Required,Review Required,Review Required,57.84,Pending
DV000740,DOC000740,CUST00370,2026-12-16,Manual Review,Authentic,Matched,Matched,Valid,82.35,Verified
DV000741,DOC000741,CUST00371,2026-06-03,Persona,Authentic,Matched,Matched,Expired,86.37,Verified
DV000742,DOC000742,CUST00371,2024-01-20,Persona,Authentic,Matched,Matched,Valid,82.96,Verified
DV000743,DOC000743,CUST00372,2026-10-03,Persona,Under Review,Matched,Matched,Review Required,55.78,Pending
DV000744,DOC000744,CUST00372,2026-01-05,Internal KYC Engine,Authentic,Matched,Matched,Valid,97.32,Verified
DV000745,DOC000745,CUST00373,2025-03-02,Persona,Authentic,Matched,Matched,Expired,80.03,Verified
DV000746,DOC000746,CUST00373,2026-11-28,Manual Review,Under Review,Matched,Matched,Review Required,50.6,Pending
DV000747,DOC000747,CUST00374,2025-08-20,Manual Review,Authentic,Matched,Matched,Valid,84.97,Verified
DV000748,DOC000748,CUST00374,2024-08-15,Onfido,Authentic,Matched,Matched,Valid,89.07,Verified
DV000749,DOC000749,CUST00375,2026-12-03,Onfido,Authentic,Matched,Matched,Expired,80.07,Verified
DV000750,DOC000750,CUST00375,2024-08-31,Manual Review,Authentic,Matched,Matched,Valid,82.43,Verified
DV000751,DOC000751,CUST00376,2024-02-17,Onfido,Authentic,Matched,Matched,Expired,95.97,Verified
DV000752,DOC000752,CUST00376,2024-11-07,Persona,Authentic,Matched,Matched,Valid,87.69,Verified
DV000753,DOC000753,CUST00377,2026-10-09,Persona,Authentic,Matched,Matched,Expired,82.78,Verified
DV000754,DOC000754,CUST00377,2026-12-25,Manual Review,Authentic,Matched,Matched,Valid,98.68,Verified
DV000755,DOC000755,CUST00378,2024-04-01,Manual Review,Authentic,Matched,Matched,Valid,94.8,Verified
DV000756,DOC000756,CUST00378,2024-06-17,Manual Review,Under Review,Matched,Review Required,Review Required,58.71,Pending
DV000757,DOC000757,CUST00379,2025-06-12,Manual Review,Authentic,Matched,Matched,Valid,89.6,Verified
DV000758,DOC000758,CUST00379,2024-04-13,Onfido,Authentic,Matched,Matched,Valid,84.9,Verified
DV000759,DOC000759,CUST00380,2026-11-20,Internal KYC Engine,Authentic,Matched,Matched,Valid,98.43,Verified
DV000760,DOC000760,CUST00380,2025-05-25,Manual Review,Authentic,Matched,Matched,Valid,93.69,Verified
DV000761,DOC000761,CUST00381,2025-05-15,Manual Review,Under Review,Matched,Matched,Review Required,70.97,Pending
DV000762,DOC000762,CUST00381,2024-06-23,Internal KYC Engine,Under Review,Matched,Matched,Review Required,65.18,Pending
DV000763,DOC000763,CUST00382,2026-01-26,Internal KYC Engine,Authentic,Matched,Matched,Valid,81.85,Verified
DV000764,DOC000764,CUST00382,2024-10-16,Internal KYC Engine,Authentic,Matched,Matched,Valid,86.59,Verified
DV000765,DOC000765,CUST00383,2024-02-07,Persona,Authentic,Matched,Matched,Expired,83.0,Verified
DV000766,DOC000766,CUST00383,2025-05-04,Internal KYC Engine,Rejected,Mismatch,Mismatch,Review Required,17.93,Rejected
DV000767,DOC000767,CUST00384,2024-03-02,Manual Review,Authentic,Matched,Matched,Valid,88.26,Verified
DV000768,DOC000768,CUST00384,2025-05-27,Internal KYC Engine,Authentic,Matched,Matched,Valid,86.43,Verified
DV000769,DOC000769,CUST00385,2024-10-30,Onfido,Under Review,Review Required,Review Required,Review Required,62.53,Pending
DV000770,DOC000770,CUST00385,2024-10-09,Internal KYC Engine,Authentic,Matched,Matched,Valid,81.91,Verified
DV000771,DOC000771,CUST00386,2024-02-02,Persona,Authentic,Matched,Matched,Expired,97.62,Verified
DV000772,DOC000772,CUST00386,2024-07-06,Persona,Authentic,Matched,Matched,Valid,94.13,Verified
DV000773,DOC000773,CUST00387,2025-03-31,Manual Review,Authentic,Matched,Matched,Expired,98.41,Verified
DV000774,DOC000774,CUST00387,2025-08-14,Onfido,Authentic,Matched,Matched,Valid,91.93,Verified
DV000775,DOC000775,CUST00388,2026-03-11,Persona,Authentic,Matched,Matched,Expired,82.99,Verified
DV000776,DOC000776,CUST00388,2025-12-10,Onfido,Authentic,Matched,Matched,Valid,80.67,Verified
DV000777,DOC000777,CUST00389,2025-10-27,Persona,Authentic,Matched,Matched,Expired,89.94,Verified
DV000778,DOC000778,CUST00389,2026-01-04,Persona,Authentic,Matched,Matched,Valid,89.35,Verified
DV000779,DOC000779,CUST00390,2024-11-23,Persona,Authentic,Matched,Matched,Expired,88.23,Verified
DV000780,DOC000780,CUST00390,2025-08-26,Onfido,Under Review,Review Required,Review Required,Review Required,50.5,Pending
DV000781,DOC000781,CUST00391,2024-07-12,Persona,Authentic,Matched,Matched,Valid,83.19,Verified
DV000782,DOC000782,CUST00391,2025-11-10,Onfido,Authentic,Matched,Matched,Valid,91.03,Verified
DV000783,DOC000783,CUST00392,2026-05-07,Onfido,Authentic,Matched,Matched,Expired,90.98,Verified
DV000784,DOC000784,CUST00392,2025-11-01,Internal KYC Engine,Authentic,Matched,Matched,Valid,92.57,Verified
DV000785,DOC000785,CUST00393,2025-08-10,Manual Review,Authentic,Matched,Matched,Valid,91.29,Verified
DV000786,DOC000786,CUST00393,2024-03-05,Onfido,Authentic,Matched,Matched,Valid,82.29,Verified
DV000787,DOC000787,CUST00394,2024-12-20,Persona,Authentic,Matched,Matched,Expired,89.29,Verified
DV000788,DOC000788,CUST00394,2026-05-23,Manual Review,Authentic,Matched,Matched,Valid,81.11,Verified
DV000789,DOC000789,CUST00395,2024-06-23,Persona,Authentic,Matched,Matched,Valid,80.47,Verified
DV000790,DOC000790,CUST00395,2026-12-05,Persona,Authentic,Matched,Matched,Valid,91.23,Verified
DV000791,DOC000791,CUST00396,2024-03-01,Onfido,Authentic,Matched,Matched,Valid,89.17,Verified
DV000792,DOC000792,CUST00396,2024-12-25,Persona,Authentic,Matched,Matched,Valid,94.47,Verified
DV000793,DOC000793,CUST00397,2024-09-17,Manual Review,Authentic,Matched,Matched,Valid,99.67,Verified
DV000794,DOC000794,CUST00397,2024-07-02,Persona,Authentic,Matched,Matched,Valid,81.37,Verified
DV000795,DOC000795,CUST00398,2025-06-25,Internal KYC Engine,Authentic,Matched,Matched,Expired,80.59,Verified
DV000796,DOC000796,CUST00398,2026-05-29,Manual Review,Authentic,Matched,Matched,Valid,80.23,Verified
DV000797,DOC000797,CUST00399,2025-04-04,Internal KYC Engine,Authentic,Matched,Matched,Expired,95.03,Verified
DV000798,DOC000798,CUST00399,2024-04-04,Internal KYC Engine,Authentic,Matched,Matched,Valid,86.24,Verified
DV000799,DOC000799,CUST00400,2024-10-22,Manual Review,Authentic,Matched,Matched,Expired,93.1,Verified
DV000800,DOC000800,CUST00400,2025-09-06,Manual Review,Under Review,Review Required,Matched,Review Required,74.71,Pending
DV000801,DOC000801,CUST00401,2025-11-12,Persona,Under Review,Matched,Matched,Review Required,68.04,Pending
DV000802,DOC000802,CUST00401,2026-10-19,Persona,Authentic,Matched,Matched,Valid,80.14,Verified
DV000803,DOC000803,CUST00402,2025-09-25,Manual Review,Authentic,Matched,Matched,Valid,99.28,Verified
DV000804,DOC000804,CUST00402,2025-06-15,Persona,Authentic,Matched,Matched,Valid,96.91,Verified
DV000805,DOC000805,CUST00403,2026-12-31,Persona,Rejected,Review Required,Mismatch,Review Required,48.97,Rejected
DV000806,DOC000806,CUST00403,2025-10-12,Onfido,Authentic,Matched,Matched,Valid,83.26,Verified
DV000807,DOC000807,CUST00404,2024-09-15,Manual Review,Authentic,Matched,Matched,Expired,94.99,Verified
DV000808,DOC000808,CUST00404,2026-05-06,Manual Review,Suspicious,Review Required,Review Required,Expired,29.87,Rejected
DV000809,DOC000809,CUST00405,2026-03-30,Persona,Authentic,Matched,Matched,Expired,98.7,Verified
DV000810,DOC000810,CUST00405,2025-07-19,Onfido,Authentic,Matched,Matched,Valid,97.12,Verified
DV000811,DOC000811,CUST00406,2026-06-24,Manual Review,Authentic,Matched,Matched,Valid,99.13,Verified
DV000812,DOC000812,CUST00406,2026-06-24,Internal KYC Engine,Authentic,Matched,Matched,Valid,97.05,Verified
DV000813,DOC000813,CUST00407,2024-06-13,Persona,Under Review,Review Required,Review Required,Review Required,63.55,Pending
DV000814,DOC000814,CUST00407,2024-03-15,Manual Review,Under Review,Matched,Matched,Review Required,60.49,Pending
DV000815,DOC000815,CUST00408,2024-08-10,Internal KYC Engine,Authentic,Matched,Matched,Valid,99.5,Verified
DV000816,DOC000816,CUST00408,2026-09-16,Internal KYC Engine,Authentic,Matched,Matched,Valid,90.01,Verified
DV000817,DOC000817,CUST00409,2024-09-14,Persona,Authentic,Matched,Matched,Valid,99.47,Verified
DV000818,DOC000818,CUST00409,2025-07-10,Persona,Authentic,Matched,Matched,Valid,86.26,Verified
DV000819,DOC000819,CUST00410,2025-09-21,Manual Review,Authentic,Matched,Matched,Valid,86.15,Verified
DV000820,DOC000820,CUST00410,2026-02-13,Persona,Authentic,Matched,Matched,Valid,97.57,Verified
DV000821,DOC000821,CUST00411,2024-11-04,Onfido,Authentic,Matched,Matched,Expired,98.95,Verified
DV000822,DOC000822,CUST00411,2026-06-05,Internal KYC Engine,Authentic,Matched,Matched,Valid,86.73,Verified
DV000823,DOC000823,CUST00412,2025-12-30,Persona,Authentic,Matched,Matched,Expired,92.09,Verified
DV000824,DOC000824,CUST00412,2024-12-18,Onfido,Authentic,Matched,Matched,Valid,87.14,Verified
DV000825,DOC000825,CUST00413,2024-06-29,Onfido,Under Review,Review Required,Review Required,Review Required,73.23,Pending
DV000826,DOC000826,CUST00413,2026-10-06,Persona,Authentic,Matched,Matched,Valid,82.02,Verified
DV000827,DOC000827,CUST00414,2024-06-13,Persona,Authentic,Matched,Matched,Expired,90.93,Verified
DV000828,DOC000828,CUST00414,2024-01-06,Manual Review,Authentic,Matched,Matched,Valid,89.27,Verified
DV000829,DOC000829,CUST00415,2025-04-06,Internal KYC Engine,Authentic,Matched,Matched,Expired,84.67,Verified
DV000830,DOC000830,CUST00415,2025-08-11,Persona,Authentic,Matched,Matched,Valid,93.54,Verified
DV000831,DOC000831,CUST00416,2026-12-17,Internal KYC Engine,Authentic,Matched,Matched,Expired,94.48,Verified
DV000832,DOC000832,CUST00416,2026-05-09,Onfido,Authentic,Matched,Matched,Valid,91.73,Verified
DV000833,DOC000833,CUST00417,2026-04-09,Internal KYC Engine,Authentic,Matched,Matched,Valid,99.86,Verified
DV000834,DOC000834,CUST00417,2024-02-07,Internal KYC Engine,Authentic,Matched,Matched,Valid,97.32,Verified
DV000835,DOC000835,CUST00418,2024-07-25,Onfido,Authentic,Matched,Matched,Expired,96.93,Verified
DV000836,DOC000836,CUST00418,2024-11-25,Internal KYC Engine,Authentic,Matched,Matched,Valid,83.63,Verified
DV000837,DOC000837,CUST00419,2025-07-25,Onfido,Under Review,Review Required,Matched,Review Required,69.04,Pending
DV000838,DOC000838,CUST00419,2025-01-16,Persona,Authentic,Matched,Matched,Valid,96.04,Verified
DV000839,DOC000839,CUST00420,2024-08-30,Manual Review,Authentic,Matched,Matched,Expired,97.26,Verified
DV000840,DOC000840,CUST00420,2026-12-17,Manual Review,Under Review,Matched,Review Required,Review Required,67.73,Pending
DV000841,DOC000841,CUST00421,2025-05-05,Manual Review,Authentic,Matched,Matched,Expired,80.08,Verified
DV000842,DOC000842,CUST00421,2026-10-31,Manual Review,Authentic,Matched,Matched,Valid,82.85,Verified
DV000843,DOC000843,CUST00422,2024-04-29,Persona,Authentic,Matched,Matched,Valid,81.06,Verified
DV000844,DOC000844,CUST00422,2025-02-16,Onfido,Authentic,Matched,Matched,Valid,83.26,Verified
DV000845,DOC000845,CUST00423,2024-04-11,Onfido,Authentic,Matched,Matched,Valid,91.89,Verified
DV000846,DOC000846,CUST00423,2025-07-19,Onfido,Authentic,Matched,Matched,Valid,81.79,Verified
DV000847,DOC000847,CUST00424,2025-03-05,Internal KYC Engine,Authentic,Matched,Matched,Valid,98.77,Verified
DV000848,DOC000848,CUST00424,2026-08-30,Onfido,Authentic,Matched,Matched,Valid,98.38,Verified
DV000849,DOC000849,CUST00425,2026-10-13,Onfido,Authentic,Matched,Matched,Expired,84.81,Verified
DV000850,DOC000850,CUST00425,2026-08-13,Manual Review,Authentic,Matched,Matched,Valid,91.79,Verified
DV000851,DOC000851,CUST00426,2024-08-02,Manual Review,Authentic,Matched,Matched,Valid,80.91,Verified
DV000852,DOC000852,CUST00426,2024-11-14,Internal KYC Engine,Authentic,Matched,Matched,Valid,97.68,Verified
DV000853,DOC000853,CUST00427,2024-04-14,Internal KYC Engine,Authentic,Matched,Matched,Expired,93.67,Verified
DV000854,DOC000854,CUST00427,2025-08-06,Manual Review,Authentic,Matched,Matched,Valid,81.97,Verified
DV000855,DOC000855,CUST00428,2024-09-03,Onfido,Under Review,Review Required,Review Required,Review Required,76.72,Pending
DV000856,DOC000856,CUST00428,2026-06-15,Internal KYC Engine,Authentic,Matched,Matched,Expired,84.12,Verified
DV000857,DOC000857,CUST00429,2026-12-21,Persona,Authentic,Matched,Matched,Expired,84.47,Verified
DV000858,DOC000858,CUST00429,2024-02-16,Manual Review,Authentic,Matched,Matched,Valid,94.12,Verified
DV000859,DOC000859,CUST00430,2026-12-18,Manual Review,Authentic,Matched,Matched,Expired,98.45,Verified
DV000860,DOC000860,CUST00430,2024-01-08,Manual Review,Authentic,Matched,Matched,Valid,90.45,Verified
DV000861,DOC000861,CUST00431,2026-08-16,Onfido,Authentic,Matched,Matched,Valid,82.75,Verified
DV000862,DOC000862,CUST00431,2026-08-16,Onfido,Authentic,Matched,Matched,Valid,94.3,Verified
DV000863,DOC000863,CUST00432,2024-08-04,Manual Review,Authentic,Matched,Matched,Expired,98.91,Verified
DV000864,DOC000864,CUST00432,2026-11-14,Onfido,Authentic,Matched,Matched,Valid,80.55,Verified
DV000865,DOC000865,CUST00433,2026-08-20,Persona,Authentic,Matched,Matched,Expired,95.58,Verified
DV000866,DOC000866,CUST00433,2025-02-19,Manual Review,Authentic,Matched,Matched,Valid,82.6,Verified
DV000867,DOC000867,CUST00434,2026-10-01,Onfido,Authentic,Matched,Matched,Expired,85.03,Verified
DV000868,DOC000868,CUST00434,2026-09-20,Internal KYC Engine,Authentic,Matched,Matched,Expired,90.71,Verified
DV000869,DOC000869,CUST00435,2024-03-23,Manual Review,Authentic,Matched,Matched,Expired,96.75,Verified
DV000870,DOC000870,CUST00435,2024-08-05,Onfido,Authentic,Matched,Matched,Valid,97.57,Verified
DV000871,DOC000871,CUST00436,2025-08-10,Onfido,Authentic,Matched,Matched,Expired,83.64,Verified
DV000872,DOC000872,CUST00436,2026-01-20,Internal KYC Engine,Authentic,Matched,Matched,Valid,93.47,Verified
DV000873,DOC000873,CUST00437,2026-10-22,Onfido,Authentic,Matched,Matched,Expired,89.31,Verified
DV000874,DOC000874,CUST00437,2025-06-10,Internal KYC Engine,Authentic,Matched,Matched,Valid,80.29,Verified
DV000875,DOC000875,CUST00438,2024-10-03,Persona,Authentic,Matched,Matched,Expired,83.88,Verified
DV000876,DOC000876,CUST00438,2025-01-16,Persona,Authentic,Matched,Matched,Valid,97.53,Verified
DV000877,DOC000877,CUST00439,2026-02-26,Manual Review,Under Review,Matched,Review Required,Review Required,66.97,Pending
DV000878,DOC000878,CUST00439,2026-07-22,Internal KYC Engine,Authentic,Matched,Matched,Valid,91.03,Verified
DV000879,DOC000879,CUST00440,2026-08-24,Onfido,Authentic,Matched,Matched,Valid,87.97,Verified
DV000880,DOC000880,CUST00440,2026-06-25,Internal KYC Engine,Authentic,Matched,Matched,Valid,87.78,Verified
DV000881,DOC000881,CUST00441,2024-08-30,Persona,Authentic,Matched,Matched,Valid,81.33,Verified
DV000882,DOC000882,CUST00441,2026-01-16,Persona,Authentic,Matched,Matched,Valid,91.56,Verified
DV000883,DOC000883,CUST00442,2024-04-22,Onfido,Authentic,Matched,Matched,Expired,81.79,Verified
DV000884,DOC000884,CUST00442,2026-03-06,Onfido,Under Review,Review Required,Review Required,Review Required,73.88,Pending
DV000885,DOC000885,CUST00443,2024-01-20,Persona,Authentic,Matched,Matched,Valid,80.09,Verified
DV000886,DOC000886,CUST00443,2024-04-05,Internal KYC Engine,Authentic,Matched,Matched,Valid,83.95,Verified
DV000887,DOC000887,CUST00444,2025-03-30,Persona,Suspicious,Review Required,Mismatch,Expired,34.18,Rejected
DV000888,DOC000888,CUST00444,2025-08-22,Onfido,Authentic,Matched,Matched,Valid,85.77,Verified
DV000889,DOC000889,CUST00445,2024-01-21,Internal KYC Engine,Authentic,Matched,Matched,Expired,84.41,Verified
DV000890,DOC000890,CUST00445,2026-05-20,Onfido,Authentic,Matched,Matched,Valid,98.26,Verified
DV000891,DOC000891,CUST00446,2025-10-09,Persona,Authentic,Matched,Matched,Valid,96.28,Verified
DV000892,DOC000892,CUST00446,2024-07-25,Internal KYC Engine,Authentic,Matched,Matched,Valid,80.94,Verified
DV000893,DOC000893,CUST00447,2026-02-11,Manual Review,Authentic,Matched,Matched,Expired,98.23,Verified
DV000894,DOC000894,CUST00447,2026-03-05,Internal KYC Engine,Authentic,Matched,Matched,Valid,94.39,Verified
DV000895,DOC000895,CUST00448,2025-05-16,Persona,Authentic,Matched,Matched,Expired,88.09,Verified
DV000896,DOC000896,CUST00448,2025-11-06,Persona,Authentic,Matched,Matched,Valid,93.35,Verified
DV000897,DOC000897,CUST00449,2024-07-04,Onfido,Authentic,Matched,Matched,Valid,86.2,Verified
DV000898,DOC000898,CUST00449,2024-02-04,Onfido,Authentic,Matched,Matched,Valid,80.06,Verified
DV000899,DOC000899,CUST00450,2025-07-19,Manual Review,Authentic,Matched,Matched,Valid,97.61,Verified
DV000900,DOC000900,CUST00450,2024-11-14,Manual Review,Authentic,Matched,Matched,Valid,88.41,Verified
DV000901,DOC000901,CUST00451,2026-05-19,Onfido,Authentic,Matched,Matched,Valid,90.11,Verified
DV000902,DOC000902,CUST00451,2025-05-20,Internal KYC Engine,Authentic,Matched,Matched,Valid,86.4,Verified
